id,code,name,phase,description,recommend,status,duration,cost,est_duration_min,est_duration_max,est_cost_min,est_cost_max,category,predecessor,ptype,task_landing _page,task_tips,manual_ind,task_type,created_date,updated_date
31,RE007,תשלום לתאגיד המים,05_license,?? לבדוק האם צריך,0,,,,1,1,0,0,water_institution,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
32,RE008,חתימת הסכם עם מעבדת בדיקות,05_license,"אם נתבקשת ברשימת הדרשות שהתקבלו מהוועדה, יש לחתום ולהציג היקשרות מול מעבדה מוסמכת הסכם לביצוע כלל הדרישות שידרשו במהלך הבניה - בדיקות בטונים, בדיקות אטימות וטיח ממ""ד, בדיקת אינסטלציה ועוד. ",0,,,,1,1,3000,7500,qa,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,"{:|רשימת מעבדות מאושרות מכון התקנים| => |http://economy.gov.il/standartization/ApprovedLaboratories/Pages/ApprovedLaboratoriesList.aspx| , :|כל מה שחייבים לדעת על מעבדות לבדיקת בטון| => |http://bonimbayit.co.il/bonim/izotest-day| }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
33,RE009,הסכם פינוי פסולת,05_license,"אם נתבקשת ברשימת הדרשות שהתקבלו מהוועדה, יש לחתום הסכם המאשר לרשויות שאת הפסולת תטמינו באתר מורשה",0,,,,1,1,1000,5000,garbage,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,{:|הטמנת פסולת בניין| => |http://www.sviva.gov.il/subjectsEnv/Waste/ConstructionWaste/Pages/default.aspx| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
34,RE010,תשלום היטל השבחה,05_license,0,0,,,,1,1,0,0,i_l_authority,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,{:|מדריך להיטל השבחה| => |http://bonim.pnim.gov.il/ToolsAndResources/information/guides/BidGuide/Pages/BidGuide.aspx| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
35,RE011,תשלום אגרת בנייה,05_license,0,0,,,,1,1,0,0,local_construction_concoul,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
36,RE012,קבלת היתר בניה,05_license,"קבלת היתר בנייה על פי חוק לפי התוכניות שהוגשו לועדה, קבלת ההיתר מהווה למעשה את האישור להתחלת העבודות בשטח",0,,,,0,0,0,0,local_construction_concoul,,"HouBldChoose, HouBuyPlanExe, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,{:|בקשה להיתר בנייה| => |http://www.glt.org.il/DocLib1/%D7%91%D7%A7%D7%A9%D7%94%20%D7%9C%D7%94%D7%99%D7%AA%D7%A8%20%D7%91%D7%A0%D7%99%D7%94-%20%D7%9E%D7%99%D7%93%D7%A2%20%D7%9B%D7%9C%D7%9C%D7%99.pdf| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
37,DP001,סקיצה סופית,06_detailed_design,"תכנון סופי של הנכס, הכולל את כלל הפרטים הנדרשים לצורך הבניה. בשלב זה נכון להכנס גם לתכנון המפורט של המערכות השונות, כדי להבטיח שהתכנון הסופי יקח בחשבון את כלל הצרכים והשיקולים. 
הנושאים להם צריך לתת את הדעת בשלב זה (ומפורטים בשלבים הבאים) יכולים היות מטופלים על ידי האדריכל או על ידי יועצים ייעודיים לנושא. את ההחלטה על הגורם המטפל יש לקבל על פי המורכבות הנידרשת ועל פי נכונות האדריכל לקחת עליהם אחריות. ",0,,,,30,180,0,0,architecture,,"ApBuyChoose, ApBuyPlanExe, ApRemPlanExe, HouBuyChoose, HouBuyPlanExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
38,DP002,עיצוב פנים,06_detailed_design,"תכנון החלל הפנימי של הבית. חשוב לעשות את תיכנון בשלב בזה כדי להבין כיצד נכון לתכנן את המערכות השונות (למשל, מיקום השולחן בחדר העבודה ישפיע על מיקום החשמל, מיקום הטלויזיה והספה עשויים להשפיע על מיקום המזגן ועוד ועוד). כמו כן תיכנון פנים בשלב זה יאפשר לאשר את התיכנון החיצוני שנעשה ואת החלוקה הפנימית. אם נדרשים שינויים קל יותר לעשות אותם כעת מאשר לאחר הבניה. 
תיכנון החלל הפנימי יכול להעשות ע""י מצב פנים, אדריכל או על ידי הלקוח עצמו.",0,,,,0,0,5000,50000,interior_design,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,"{:|כיצד לבחור מעצב פנים| => |http://www.bvd.co.il/%D7%9B%D7%99%D7%A6%D7%93_%D7%AA%D7%91%D7%97%D7%A8%D7%95_%D7%9E%D7%A2%D7%A6%D7%91_%D7%A4%D7%A0%D7%99%D7%9D_%D7%9E%D7%AA%D7%90%D7%99%D7%9D.html| , :|בחירת מעצב פנים| => |http://www.midrag.co.il/tips/tip50.asp| }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
39,DP003,תכנון מיזוג וקירור הבית,06_detailed_design,"לצורך קירור הבית יש לבחור את מערכת המיזוג המתאימה. רצוי לתת את הדעת בשלב זה מהן דרישות החימום והקירור הנדרשות, ולבחור את החלופה הנכונה עבורכם. 
תיכנון האופן בו יחומם או יקורר הבית יכולה להעשות ע""י יועץ מזגנים, על ידי האדריכל, או על ידי קבלן מזגנים. בחירת בעל המקצוע תעשה ע""פ המורכבות הנדרשת בבית ועל פי יכולות בעלי המקצוע שנבחרו לפרויקט. 
בשלב זה יש לקבל החלטות בנוגע לסוג ולמיקום המזגנים על מנת לאפשר ביצוע הכנות במקומות הנדרשים. ההכנות למיזוג כוללות צנרת חשמל וגז שעוברות בין היחידה החיצונית לפנימית, וניקוז מים מהיחידה הפנימית לניקוז הכללי של הבית",רצוי לקצר את המרחקים בין היחידות הפנימיות לחיצוניות ע״מ לחסוך בעלות הצנרת ולשפר את תפוקת המזגנים,,,,2,10,0,5000,ac,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,"{:|תכנון נכון של מערכת מיזוג לבית| => |http://www.tovtoda.co.il/Article.aspx?id=82| , :|המדריך לחימום הבית| => |http://www.midrag.co.il/tips/tip121.asp| , :|איזה חימום כדאי| => |https://www.youtube.com/watch?v=tzVGgCB56oc|  }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
40,DP004,תכנון חימום הבית,06_detailed_design,"חימום הבית יכול להעשות באופנים שונים - מזגנים (אותם המזגנים המשמשים לקירור) הינה אפשרות נפוצה, אולם ישנן דברים נוספות, כגון חימום תת רצפתי, רדיאטורים, או קמין. רצוי לתת את הדעת בשלב זה מהן דרישות החימום והקירור הנדרשות, ולבחור את החלופה הנכונה עבורכם. ",0,,,,0,0,0,0,ac,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
41,DP005,תכנון תאורה,06_detailed_design,"יועץ תאורה יתכנן את מיקום, סוג וכמות גופי התאורה להם אתם זקוקים בבית, יועץ התאורה יכול להיות מומחה בתחום או מומחה מטעם אחת מחברות התאורה, כל המלצות יועץ התאורה צריכות להכנס לתכנית החשמל על מנת שיבוצעו לפי התכנון/
תכנון החשמל יכול להעסות גם על ידי האדריכל או יועץ החשמל","תאורה הינו תחום מורכב ומתפתח, ומשום כך איש מקצוע יתן מענה טוב יותר לצרכים שלכם בהתאם לתקציב שלכם, תכנון לא נכון של תאורה יכול לגרום להוצאות מיותרות בהמשך, או לתאורה שאינה מתאימה לאוירה אותה אתם רוצים לייצר",,,,7,14,2500,25000,lighting,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,"{:|איך לתכנן תאורה לבית| => |https://www.youtube.com/watch?v=lGktWNWOIRM| , :|איך מעצבים תאורה?| => |https://www.youtube.com/watch?v=gSa2IO72qp4| }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
42,DP006,תכנון חשמל חכם,06_detailed_design,"באם תרצו בית חכם, מומלץ בשלב זה לבחון את חלופות השונות, להשוות בניהן ולבחור את הנכונה עבורך. בשוק ישנן מספר ספקים המתמחים בתחום ומציעים פתרונות שונים. לאחר הבחירה יש להכין תכנית לאביזרים ונקודות חשמל חכמות בבית ולשלבם בתכנית החשמל הראשית. ","חשמל חכם הינו תחום המתפתח במהירות עצומה בשנים האחרונות, לימוד של הנושא והחלטה על האלמנטים אותם תרצו לשלב חשובה בשלבים הראשוניים על מנת לחסוך עד כמה שניתן בהוצאות על תשתית חשמל ושילוב נכון של האלמנטים השונים",,,,7,14,2500,50000,smart_home,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,{:|בית חכם| => |http://bonimbayit.co.il/bonim/d791d799d7aa-d797d79bd79d-d7a4d7a2d79d-d796d794-d794d799d794-d797d79cd795d79d-d7a8d797d795d7a7-d794d79| },,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
43,DP007,תכנון מטבחים,06_detailed_design,"הכנת תכנית למטבח בהתאם לתכנון האדריכלי, והתאמת המטבח לצרכים והעדפות האישיות, חלק מתוכנית המטבח הינו מיקום נקודות החשמל והמים הנדרשות","מטבח הינו ככל הנראה פרט הריהוט היקר בביתכם עם כמות משתנים עצומה (צבעים, חומר, גודל, פרזולים שונים ועוד), על מנת לוודא שהמטבח עומד בדרישות שלכם כדאי לתכנן אותו מוקדם ככל הניתן ובעזרת איש מקצוע יעודי, על מנת שאם נדרש שינוי בתכנון האדריכלי יהיה ניתן לבצע אותו ביתר קלות",,,,14,30,0,15000,kitchen_design,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,"{:|טיפים לעיצוב מטבח| => |http://www.bvd.co.il/%D7%A2%D7%A9%D7%94_%D7%96%D7%90%D7%AA_%D7%91%D7%A2%D7%A6%D7%9E%D7%9A_%D7%A2%D7%99%D7%A6%D7%95%D7%91_%D7%94%D7%9E%D7%98%D7%91%D7%97.html| , :|המדריך השלם לבחירת מטבח| => |http://xnet.ynet.co.il/diy/articles/0,14712,L-3082955,00.html| , :|עיצוב מטבח| => |https://www.youtube.com/watch?v=fhwfRWiM1LQ|  }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
44,DP008,תכנון מיגון,06_detailed_design,"איפיון אמצעי המיגון לבית וגם הגדרת צרכים למערכת אזעקה, והוצאת תכנית אזעקה על מנת שהחשמלאי יוכל לבצע הכנות בהתאם",0,,,,7,14,0,10000,security,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouIntRemPlanExe, HouExtRemPlanExe",,"{:|איך מונעים את הפריצה הבאה?| => |https://www.pro.co.il/ShowArticle.asp?ar=324| , :|איך לבחור אזעקה לבית| => |http://www.mokedinfo.co.il/page.php?actions=show&instance_id=3&id=115| , :|התקנת אזעקה| => |http://www.midrag.co.il/tips/tip37.asp|  }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
45,DP009,תכניות עבודה,06_detailed_design,"זהו. הכל מתוכנן ומוכן לתחילת העבודה. רגע לפני שהכל מוכן יש לוודא שישנן תוכניות עבודה מפורטות ומעודכנות, הלוקחות בחשבון את הצרכים של כלל המערכות, על פיהן הקבלן יוכל לעבוד.
התוכניות הבאות נדרשות:
תוכנית עבודה - תוכנית בניה מפורטת וסופית.
תוכנית חזיתות - תוכנית המציגה את חזיתות המבנה מכל הכיוונים.
תוכנית קונסטרוקציה - מהקונסטרוקטור
פריסת קירות - תיכנון האופן בו יבוצעו חיפויי הקרמיקה. מתקבל מהאדריכל או ממעצב הפנים 
תוכנית ריצוף - כיצד יש לבצע את הריצופים. מתקבל מהאדריכל או ממעצב הפנים
תוכנית אלומיניום - כל פרטי האלומיניום הנדרשים בנכס. באם לא מסופק על ידי האדריכל ניתן לעבוד ישירות מול ספקי האלומיניום להכנת התוכנית. בכל מקרה, לפני סגירה הסופית מומלץ לפנות לספקי האלומיניום בכדי לאשרר את התיכנון.
תוכנית מטבח - ניתן לקבל מספק המטבחים, מהאדריכל או ממעצב הפנים. 
תוכנית חשמל - מיועץ החשמל או האדריכל
תוכנית אינסטלציה - מיועץ האינסטלציה או מהאדריכל",חשוב לשים לב למספר הגירסא של תוכניות העבודה. תוכניות העבודה לרוב משתנות לאורך חיי הפרויקט עקב שינויים או תקלות שמתגלות בדרך. חשוב לוודא כי לאורך כל חיי הפרויקט כל הקבלנים עובדים על פי תוכניות העבודה המאושרות והעדכניות ביותר.,,,,7,14,0,0,architecture,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouExtRemPlanExe",,"{:|תכניות עבודה לבניית הבית| => |http://hmtemplates.wixsite.com/lev-arch/workplan| , :|מה מכיל סט תכניות עבודה| => |http://www.rutyweinberg.co.il/%D7%A1%D7%98-%D7%AA%D7%9B%D7%A0%D7%99%D7%95%D7%AA-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%A4%D7%A0%D7%99%D7%9D-%D7%9E%D7%94-%D7%9E%D7%9B%D7%99%D7%9C/| }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
46,DP010,תכניות עבודה,06_detailed_design,"זהו. הכל מתוכנן ומוכן לתחילת העבודה. רגע לפני שהכל מוכן יש לוודא שישנן תוכניות עבודה מפורטות ומעודכנות, הלוקחות בחשבון את הצרכים של כלל המערכות, על פיהן הקבלן יוכל לעבוד.
התוכניות הבאות נדרשות:
תוכנית עבודה - תוכנית בניה מפורטת וסופית.
פריסת קירות - תיכנון האופן בו יבוצעו חיפויי הקרמיקה 
תוכנית ריצוף - כיצד יש לבצע את הריצופים
תוכנית אלומיניום - כל פרטי האלומיניום הנדרשים בנכס. באם לא מסופק על ידי האדריכל ניתן לעבוד ישירות מול ספקי האלומיניום להכנת התוכנית. בכל מקרה, לפני סגירה הסופית מומלץ לפנות לספקי האלומיניום בכדי לאשרר את התיכנון.
תוכנית מטבח - ניתן לקבל מספק המטבחים או מהאדריכל
תוכנית חשמל - מיועץ החשמל או האדריכל
תוכנית אינסטלציה - מיועץ האינסטלציה או מהאדריכל",חשוב לשים לב למספר הגירסא של תוכניות העבודה. תוכניות העבודה לרוב משתנות לאורך חיי הפרויקט עקב שינויים או תקלות שמתגלות בדרך. חשוב לוודא כי לאורך כל חיי הפרויקט כל הקבלנים עובדים על פי תוכניות העבודה המאושרות והעדכניות ביותר.,,,,7,14,0,0,architecture,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouIntRemPlanExe",,"{:|תכניות עבודה לבניית הבית| => |http://hmtemplates.wixsite.com/lev-arch/workplan| , :|מה מכיל סט תכניות עבודה| => |http://www.rutyweinberg.co.il/%D7%A1%D7%98-%D7%AA%D7%9B%D7%A0%D7%99%D7%95%D7%AA-%D7%A2%D7%91%D7%95%D7%93%D7%94-%D7%91%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%A4%D7%A0%D7%99%D7%9D-%D7%9E%D7%94-%D7%9E%D7%9B%D7%99%D7%9C/| }",,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
47,CO001,סגירת הסכם מול מפקח,08_choose_constructor,"מפקח יתאם את כל בעלי המקצוע, ויהיה אחראי על פיקוח בשטח על טיב העבודה והחומרים בהם משתמשים בעלי המקצוע. המפקח יכול גם לסייע בתהליך בחירת הקבלן המבצע, השוואה בין ההצעות המתקבלות, ניהול מו""מ למול הקבלנים וחתימת החוזים מולם. אם אין לכם ניסיון בתחום או אם אתם מודעים לכך שהזמן שיהיה לכם להיות מעורבים בבניה הינו מוגבל, מומלץ לשכור את שירותיו של מפקח",0,,,,7,21,0,0,site_management,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
48,CO002,החלטה על סוג הקבלן,08_choose_constructor,"ישנם שני סוגים עיקריים של קבלנים:
1. קבלן מפתח - קבלן המבצע את כלל העבודה. לעיתים קרובות קבלן זה יעסיק קבלני משנה עבור חלק מהעבודות (לדוגמה, קבלן חשמל או קבלן מיזוג) אולם מבחינתך כלקוח כל ההתנהלות הינו מול קבלן אחד המקבל אחריות כוללת לפרויקט. 
2. עבודה ישירה מול קבלני משנה - העסקה של קבלנים שונים לביצוע העבודות - קבלן בינוי, קבלן חשמל, קבלן אינסטלציה, קבלן מיזוג, ועוד. ","עלויות של קבלן מפתח מייקרות את הפרויקט בכ-20%-30% לעומת עבודה ישירה למול קבלנים. אולם, עבודה ישירה מול הקבלנים דורשת תאומים רבים בניהם, וגוררת אי בהירות בנוגע לאחריות על נושאים שונים במהלך העבודה. 
כמו כן לאחר סיום העבודה קבלן מפתח יתן לך אחריות כוללת לכל התחומים. במקרה של פיצול העבודה לקבלנים שונים עלול לגרום לאי בהירות בנוגע לאחריות לתקלות לאחר סיום הפרויקט והעברת האחריות מקבלן אחד לשני (לדוגמה, תקלה בקירור עשויה להגרם עקב הכנות לא נכונות של קבלן הבינוי, בעיית חשמל של קבלן החשמל או בעיה במזגן של קבלן המיזוג...)",,,,14,60,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
49,CO003,הכנה ופירסום של מכרז,08_choose_constructor,"כעת נרצה לקבל הצעות מחיר מקבלנים שונים, כדי לבחור את הקבלן שיבצע את העבודה. את המכרז ניתן לקיים במספר דרכים:
1. שליחה של תוכניות לקבלנים וקבלת הצעת מחיר
2. הכנת כתבי כמויות המפרטים את העבודה הנדרשת ואת האופן בו יש לבצע את הפעולות (למשל, איכות החומרים בהם ישתמשו, שיטות עבודה ועוד) וקבלת הצעת מחיר על סמך כתבי הכמויות. 
בכל מקרה חושב להבהיר בעת פרסום המכרז מה הציפיות מהקבלן - האם החומרים יסופקו על ידו או על ידי הלקוח, אם הקבלן מספק חומרים מה תהיה איכותם, וכדומה",0,,,,7,14,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
50,CO004,השוואת הצעות,08_choose_constructor,"השוואה את ההצעות שקיבלת מהקבלנים השונים. חשוב לשים לב כי משווים את ההצעות באופן נכון - שים לב לתכולה המוצעת. שים לב איזה חומרים כלולים ואיזה אינם כלולים. הגדר מראש את העלות לשינויים. 
","בנוסף לעלויות חשוב לקחת דברים נוספים בחשבון  1. אמינות הקבלן - דבר עם אנשים אצלם עבד הקבלן בעבר. שאל האם עמד בלוחות הזמנים, האם איכות העבודה היתה טובה, והאם דרש תוספות רבות למחיר במהלך הפרויקט.   2. איכות עבודת הקבלן - בקש ללכת ולראות פרויקטים אותם עשה הקבלן. בדוק מהי האיכות ורמת הגימור של העבודה. ",,,,2,7,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
51,CO005,בחירת קבלן או קבלנים מבצעים וחתימת חוזים,08_choose_constructor,"חתום על חוזה מול הקבלן או הקבלנים הנבחרים. חשוב לוודא כי בעל מקצוע הבקיא בחוזים מסוג זה ייעץ לך בעת חתימת החוזה.
רצוי לערב את עורך הדין בחתימה על ההסכם כדי לוודא שכל הנושאים מכוסים","נקודות חשובות בחוזה הנחתם
1. ציון ברור של תכולת העבודה ואיכותה
2. הגדרת לוחות זמנים ברורים לסיום העבודה, תוך הגדרת קנסות ואי עמידה בלוחות זמנים, ובונוסים על הקדמת לוחות הזמנים. 
3. הגדרת אבני דרך לתשלום: וודא כי התשלומים הינם בקשר ישיר להתקדמות העבודה. כמו כן יש לוודא כי משאירים יתרה סבירה לסיום העבודה וכן לסיום שנת הבדק. 
3. ערבויות: בקש מהקבלן ערבויות לביצוע העבודה. 
4. הגדרת שנת בדק: אמנם זה מחוייב על פי החוק, אולם מומלץ לציין כי הקבלן ייספק שנת בדק ואחריות מלאה לעבודות למשך שנה שלמה, ושלוש שנים עבור עבודות איטום. 
5. ביטוח: חשוב לדרוש כי הקבלן יציג ביטוח מקצועי בתוקף
6. קבלן רשום: על הקבלן להציג תעודה כי הינו קבלן רשום.  ",,,,2,14,0,0,customer,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe, ApRemPlanExe, ApRemExe, HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
52,CO006,סט תוכניות עבודה,08_choose_constructor,"קבלת סט תוכניות עבודה מהאדריכל והיועצים השונים בסטטוס ""לביצוע:. התוכניות הכוללות תוכניות חזיתות, הדמיות אם יש, תכנית אינסטלציה, תכנית חשמל על מנת שבעלי המקצוע השונים יוכלו להעריך את עלות העבודה",0,,,,30,60,10000,100000,architecture,,ApBuyPlanExe,,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
53,CO007,הסכם שינויים,08_choose_constructor,"חתימה על הסכם שינויים עם החברה המשכנת המגדיר את השינויים המבוקשים בהתאם לתוכניות מעודכנות, תמחור ושינוי לוחות זמנים מוסכם",0,,,,0,0,0,0,contruction_company,,"ApBuyChoose, ApBuyPlanExe, ApBuyExe,",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
54,CO008,ביטוח,08_choose_constructor,קבלת הסכם ביטוחי עבור הפרוייקט,הקבלן צריך לספק תעודת ביטוח המכסה נזקים ונפגעים בשטח האתר או כתוצאה מהעבודות של הפרויקט,,,,0,0,0,0,main_constructor,,0,,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
55,ST001,"התארגנות, סימון המגרש וגידור השטח",10_build_skeleton,סימון גבולות המגרש והכנת השטח לקראת תחילת עבודה. גידור מתחם העבודות על מנת למנוע כניסה של כל מי שאינו חלק מהפרויקט,0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
56,ST002,הזמנת שעון מים,10_build_skeleton,עם קבלת ההיתר מתקבל טופס 2 אשר מאפשר קבלת שעון מים זמני שאותו יש להזמין מחברת המים המקומית,"כדי לוודא את תקינות מערכת האינסטלציה, רצוי להכניס לחץ מים למערכת עם הסיום של ההכנות ולבדוק נזילות, כך גם אם קו יפגע תוך כדי העבודות תדעו על כך מיידית ולא בסוף הבנייה",,,,7,21,0,0,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
57,ST003,חיבור חשמל זמני,10_build_skeleton,"עם קבלת ההיתר מתקבל טופס 2 אשר מאפשר קבלת חיבור חשמל זמני, שיאפשר לכם לקבל חשמל עבור העבודות באתר, החשמלאי שלכם אמור להתקין את החיבור במגרש",10,,,,30,5000,10000,10000,customer,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
58,ST004,חיסוף השטח,10_build_skeleton,"כאשר רלוונטי, יש להכין את השטח לעבודה. יישור השטח, הוצאת פסולת ויישור פני הקרקע",0,,,,2,7,3000,15000,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
59,ST005,יציקת קירות תומכים,10_build_skeleton,"באם נדרש, יש להכין קירות תומכים למבנה. באם יש צורך, תחילה יבצעו את יסודות הקירות התומכים, אח""כ יצקו את הקירות ויבצעו עליהן איטומים.",0,,,,0,0,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
60,ST006,הכנות ליסודות,10_build_skeleton,סוג היסודות ואופן הביסוס יקבע על פי דוח יועץ הקרקע. בשלב זה על הקבלן יתחיל להכין את השטח לקראת יצירת היסודות,0,,,,1,5,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
61,ST007,סימון המתווה יסודות,10_build_skeleton,הקבלן ייסמן בשטח את המקומות בהם עתידים להקים את היסודות.,0,,,,2,5,0,0,Const_constructor,,"HouBuyChoose, HouBuyPlanExe, HouBuyExe, HouBldChoose, HouBldPlanExe, HouBldExe, HouIntRemPlanExe, HouIntRemExe, HouExtRemPlanExe, HouExtRemExe",,,,,2017-06-29 00:00:00.000000,2017-06-29 00:00:00.000000
